,artist_name,track_name,release_date,genre,len,topic,age
20122,lost kings,anti-everything,2019,pop,83,obscene,0.014285714285714
20125,quality control,"leave em alone (layton greene, lil baby feat. city girls, pnb rock)",2019,pop,174,obscene,0.014285714285714
20126,russ,paranoid,2019,pop,142,obscene,0.014285714285714
20130,machine gun kelly,el diablo,2019,pop,183,obscene,0.014285714285714
20131,drake,i get lonely,2019,pop,81,sadness,0.014285714285714
20132,quality control,back on,2019,pop,175,obscene,0.014285714285714
20139,avril lavigne,head above water,2019,pop,93,violence,0.014285714285714
20153,chance the rapper,roo,2019,pop,183,obscene,0.014285714285714
20154,daya,insomnia,2019,pop,110,sadness,0.014285714285714
20156,sia,"no new friends (feat. sia, diplo, and labrinth)",2019,pop,84,violence,0.014285714285714
20157,dreamville,"1993 (with j. cole, jid, cozz & earthgang feat. smino & buddy)",2019,pop,83,sadness,0.014285714285714
20158,gucci mane,rich game,2019,pop,172,obscene,0.014285714285714
20162,drake,paris morton music,2019,pop,171,obscene,0.014285714285714
20166,billie eilish,all the good girls go to hell,2019,pop,86,violence,0.014285714285714
20176,nicki minaj,megatron,2019,pop,169,obscene,0.014285714285714
20181,machine gun kelly,candy (feat. trippie redd),2019,pop,149,obscene,0.014285714285714
20183,why don't we,i don't belong in this club,2019,pop,157,obscene,0.014285714285714
20187,mabel,mad love,2019,pop,125,night/time,0.014285714285714
20188,meduza,piece of your heart,2019,pop,41,sadness,0.014285714285714
20191,the chainsmokers,takeaway,2019,pop,132,sadness,0.014285714285714
20194,khalid,talk,2019,pop,89,obscene,0.014285714285714
20196,ali gatie,it's you,2019,pop,125,sadness,0.014285714285714
20197,taylor swift,you need to calm down,2019,pop,131,obscene,0.014285714285714
20202,ariana grande,"thank u, next",2019,pop,147,world/life,0.014285714285714
20204,saweetie,my type,2019,pop,159,obscene,0.014285714285714
20208,billie eilish,you should see me in a crown,2019,pop,65,violence,0.014285714285714
20210,nav,tap (feat. meek mill),2019,pop,118,world/life,0.014285714285714
20211,lauv,i'm so tired...,2019,pop,155,music,0.014285714285714
20214,billie eilish,wish you were gay,2019,pop,74,sadness,0.014285714285714
20215,taylor swift,the archer,2019,pop,89,night/time,0.014285714285714
20229,ariana grande,fake smile,2019,pop,110,obscene,0.014285714285714
20234,alessia cara,ready,2019,pop,119,night/time,0.014285714285714
20236,quality control,big rocks (offset feat. young thug),2019,pop,151,obscene,0.014285714285714
20239,bryson tiller,blame,2019,pop,88,obscene,0.014285714285714
20242,jonas brothers,rollercoaster,2019,pop,112,world/life,0.014285714285714
20243,drake,trust issues,2019,pop,172,obscene,0.014285714285714
20245,p!nk,walk me home,2019,pop,80,night/time,0.014285714285714
20248,ed sheeran,way to break my heart (feat. skrillex),2019,pop,76,sadness,0.014285714285714
20265,pnb rock,middle child,2019,pop,180,obscene,0.014285714285714
20268,lana del rey,doin' time,2019,pop,110,obscene,0.014285714285714
20269,florida georgia line,simple,2019,pop,104,world/life,0.014285714285714
20273,drake,how bout now,2019,pop,179,obscene,0.014285714285714
20281,jonas brothers,i believe,2019,pop,117,world/life,0.014285714285714
20286,ellie goulding,sixteen,2019,pop,90,world/life,0.014285714285714
20288,jack & jack,no one compares to you,2019,pop,62,sadness,0.014285714285714
20290,lefty frizzell,if you've got the money i've got the time,1950,country,59,night/time,1
20292,lefty frizzell,i want to be with you always,1950,country,24,music,1
20293,lefty frizzell,how long will it take (to stop loving you),1950,country,34,night/time,1
20297,lefty frizzell,look what thoughts will do,1950,country,44,world/life,1
20300,lefty frizzell,treasure untold,1950,country,36,romantic,1
20302,lefty frizzell,my old pal,1950,country,43,world/life,1
20304,lefty frizzell,always late (with your kisses),1950,country,19,night/time,1
20305,lefty frizzell,i love you a thousand ways,1950,country,42,world/life,1
20309,lefty frizzell,"she's gone, gone, gone",1950,country,40,violence,1
20311,lefty frizzell,the long black veil,1950,country,68,violence,1
20312,lefty frizzell,"give me more, more, more (of your kisses)",1950,country,50,romantic,1
20314,lefty frizzell,lost love blues (rehearsal session),1951,country,128,night/time,0.985714285714286
20316,lefty frizzell,i'll try,1951,country,34,sadness,0.985714285714286
20317,lefty frizzell,all of me loves all of you,1951,country,45,world/life,0.985714285714286
20323,lester flatt,no mother in this world today,1951,country,26,world/life,0.985714285714286
20326,brownie mcghee,long gone,1951,country,135,night/time,0.985714285714286
20329,lefty frizzell,i know you're lonesome (while waiting for me),1951,country,28,music,0.985714285714286
20330,lefty frizzell,that's me without you,1951,country,20,violence,0.985714285714286
20331,lester flatt,give me the flowers (while i'm living),1951,country,31,world/life,0.985714285714286
20333,lester flatt,gone home,1951,country,68,music,0.985714285714286
20334,lester flatt,i still miss someone,1951,country,21,sadness,0.985714285714286
20335,lefty frizzell,don't stay away (till love grows cold),1951,country,31,sadness,0.985714285714286
20336,lester flatt,who will sing for me?,1951,country,22,music,0.985714285714286
20338,lester flatt,he took your place,1951,country,50,world/life,0.985714285714286
20341,lefty frizzell,forever (and always),1951,country,39,romantic,0.985714285714286
20343,brownie mcghee,black snake moan,1951,country,84,night/time,0.985714285714286
20344,johnny cash,the little drummer boy,1951,country,22,music,0.985714285714286
20345,lester flatt,i'm walking with him,1951,country,45,world/life,0.985714285714286
20347,lester flatt,wait for the sunshine,1951,country,28,world/life,0.985714285714286
20349,lester flatt,joy bells,1951,country,38,sadness,0.985714285714286
20351,june carter cash,losin' you,1952,country,71,obscene,0.971428571428571
20353,june carter cash,strange woman,1952,country,55,sadness,0.971428571428571
20355,june carter cash,gone,1952,country,72,feelings,0.971428571428571
20359,lefty frizzell,get this stranger out of me,1952,country,25,sadness,0.971428571428571
20361,marty robbins,i'll go on alone,1952,country,45,world/life,0.971428571428571
20362,june carter cash,appalachian pride,1952,country,72,violence,0.971428571428571
20363,marty robbins,i walk alone,1952,country,28,sadness,0.971428571428571
20364,marty robbins,the story of my life,1952,country,51,sadness,0.971428571428571
20365,marty robbins,don't worry,1952,country,45,romantic,0.971428571428571
20367,marty robbins,some memories just won't die,1952,country,39,sadness,0.971428571428571
20370,june carter cash,juke box blues,1952,country,75,music,0.971428571428571
20371,marty robbins,ribbon of darkness,1952,country,54,sadness,0.971428571428571
20372,marty robbins,"my woman, my woman, my wife",1952,country,73,romantic,0.971428571428571
20375,marty robbins,just married,1952,country,59,sadness,0.971428571428571
20379,june carter cash,without a love to call my own,1952,country,31,music,0.971428571428571
20380,marty robbins,among my souvenirs,1952,country,29,sadness,0.971428571428571
20382,johnny cash,the loving gift,1952,country,53,world/life,0.971428571428571
20384,june carter cash,i love you sweetheart,1952,country,54,sadness,0.971428571428571
20386,june carter cash,no swallerin' place,1952,country,151,night/time,0.971428571428571
20388,lester flatt,cabin on the hill,1952,country,33,sadness,0.971428571428571
20389,the carter family,keep on the sunny side,1952,country,42,world/life,0.971428571428571
20392,gene autry,santa claus is comin' to town,1953,country,36,obscene,0.957142857142857
20393,lefty frizzell,i love you mostly,1953,country,35,romantic,0.957142857142857
20395,lefty frizzell,making believe,1953,country,30,sadness,0.957142857142857
20400,ray price,i won't mention it again,1954,country,34,sadness,0.942857142857143
20401,ray price,release me,1954,country,25,world/life,0.942857142857143
20403,ray price,danny boy,1954,country,37,violence,0.942857142857143
20404,marah,counting the days,1954,country,63,violence,0.942857142857143
20411,ray price,crazy arms,1954,country,37,romantic,0.942857142857143
20415,the charlie daniels band,the devil went down to georgia,1954,country,126,violence,0.942857142857143
20416,johnny cash,tennessee flat top box,1954,country,64,music,0.942857142857143
20419,jimmy dean,big bad john,1954,country,99,violence,0.942857142857143
20429,brownie mcghee,sporting life,1955,country,66,world/life,0.928571428571429
20431,johnny cooper,paper boy,1955,country,24,sadness,0.928571428571429
20436,george jones,long time to forget,1955,country,112,night/time,0.928571428571429
20437,george jones,uh uh no,1955,country,46,sadness,0.928571428571429
20442,george jones,seasons of my heart,1955,country,59,sadness,0.928571428571429
20444,george jones,no money in this deal,1955,country,43,obscene,0.928571428571429
20449,johnny horton,honky tonk hardwood floor,1955,country,104,obscene,0.928571428571429
20450,johnny cash,all over again,1955,country,24,sadness,0.928571428571429
20456,brownie mcghee,good morning blues,1955,country,96,violence,0.928571428571429
20460,hank thompson,simple simon,1956,country,61,world/life,0.914285714285714
20462,ray price,the same old me,1956,country,40,sadness,0.914285714285714
20463,ray price,one more time,1956,country,42,night/time,0.914285714285714
20464,ray price,i'd rather be sorry,1956,country,28,world/life,0.914285714285714
20470,hank thompson,yesterday's girl,1956,country,71,world/life,0.914285714285714
20473,hank thompson,"when you're lovin', you're livin'",1956,country,68,world/life,0.914285714285714
20474,carl smith,loose talk,1956,country,40,sadness,0.914285714285714
20477,jean shepard,over and over,1956,country,28,sadness,0.914285714285714
20481,carl smith,there she goes,1956,country,25,sadness,0.914285714285714
20485,jean shepard,shadows on the wall,1956,country,54,sadness,0.914285714285714
20486,carl smith,sing her a love song,1956,country,38,music,0.914285714285714
20487,jean shepard,i'll thank you all my life,1956,country,59,world/life,0.914285714285714
20488,jean shepard,i married you for love,1956,country,29,world/life,0.914285714285714
20489,jean shepard,hello old broken heart,1956,country,29,sadness,0.914285714285714
20496,ray price,make the world go away,1956,country,30,sadness,0.914285714285714
20497,hank williams,the angel of death,1956,country,47,violence,0.914285714285714
20500,hank williams,thank god,1956,country,67,world/life,0.914285714285714
20501,hank williams,jesus remembered me,1956,country,34,world/life,0.914285714285714
20506,johnny horton,johnny reb,1956,country,75,violence,0.914285714285714
20510,johnny horton,all for the love of a girl,1956,country,34,world/life,0.914285714285714
20513,hank williams,message to my mother,1956,country,46,sadness,0.914285714285714
20514,johnny horton,the mansion you stole,1956,country,26,sadness,0.914285714285714
20518,hank williams,"(i'm gonna) sing, sing, sing",1956,country,62,music,0.914285714285714
20520,ray price,you're the best thing that ever happened to me,1956,country,44,world/life,0.914285714285714
20522,johnny horton,i got a hole in my pirogue,1956,country,42,violence,0.914285714285714
20524,hank williams,wealth won't save your soul,1956,country,49,world/life,0.914285714285714
20526,hank williams,how can you refuse him now,1956,country,47,sadness,0.914285714285714
20527,johnny horton,i'm ready if you're willing,1956,country,67,night/time,0.914285714285714
20529,lefty frizzell,why should i be lonely,1957,country,32,music,0.9
20530,lefty frizzell,if you're ever lonely darling,1957,country,20,night/time,0.9
20531,lefty frizzell,release me,1957,country,19,romantic,0.9
20532,hank thompson,i don't want to know,1957,country,67,feelings,0.9
20537,gene autry,joy to the world,1957,country,46,music,0.9
20540,carl smith,san antonio rose,1957,country,43,sadness,0.9
20541,ray price,i can't help it,1957,country,35,sadness,0.9
20542,ray price,let me talk to you,1957,country,22,world/life,0.9
20543,marty robbins,all the world is lonely now,1957,country,30,sadness,0.9
20544,lefty frizzell,"signed, sealed and delivered",1957,country,43,sadness,0.9
20547,sonny james,only one heart to give,1957,country,17,romantic,0.9
20549,sonny james,i wish i knew,1957,country,182,obscene,0.9
20553,big bill broonzy,"swing low, sweet chariot",1957,country,22,music,0.9
20555,sonny james,may god be with you,1957,country,170,obscene,0.9
20557,carl smith,time changes everything,1957,country,34,world/life,0.9
20560,carl smith,please come back home,1957,country,180,obscene,0.9
20561,carl smith,lovin' is livin',1957,country,59,obscene,0.9
20564,sonny james,forgive me,1957,country,27,sadness,0.9
20567,carl smith,the house that love built,1957,country,59,romantic,0.9
20569,marty robbins,bouquet of roses,1957,country,42,sadness,0.9
20571,patsy cline,ain't no wheels on this ship,1957,country,34,obscene,0.9
20573,patsy cline,i can't forget,1957,country,26,world/life,0.9
20574,johnny cash,i was there when it happened (2017 remaster),1957,country,49,violence,0.9
20578,johnny cash,"cry! cry! cry! (alternate version, extended take 1) (2017 remaster)",1957,country,68,music,0.9
20580,patsy cline,don't ever leave me again,1957,country,50,sadness,0.9
20581,patsy cline,fingerprints,1957,country,30,sadness,0.9
20584,johnny cash,i walk the line,1957,country,47,sadness,0.9
20587,patsy cline,three cigarettes in an ashtray,1957,country,24,sadness,0.9
20589,marty robbins,return to me,1957,country,34,sadness,0.9
20592,johnny cash,doin' my time,1957,country,41,night/time,0.9
20593,johnny cash,the wreck of the old 97,1957,country,55,violence,0.9
20594,johnny cash,remember me,1957,country,56,world/life,0.9
20596,patsy cline,in care of the blues,1957,country,50,music,0.9
20599,johnny cash,i heard that lonesome whistle,1957,country,61,music,0.9
20600,marty robbins,unchained melody,1957,country,23,night/time,0.9
20606,marty robbins,i hang my head and cry,1957,country,36,sadness,0.9
20607,ray price,pins and needles,1957,country,37,sadness,0.9
20608,ray price,i love you because,1957,country,32,world/life,0.9
20609,ray price,letters have no arms,1957,country,65,romantic,0.9
20610,ray price,remember me,1957,country,28,world/life,0.9
20611,ray price,i'll sail my ship alone,1957,country,66,sadness,0.9
20612,marty robbins,it's too late now (to worry anymore),1957,country,42,sadness,0.9
20614,marty robbins,you only want me when you're lonely,1957,country,26,sadness,0.9
20619,marty robbins,to each his own,1957,country,27,romantic,0.9
20622,hank thompson,hang your head in shame,1957,country,64,violence,0.9
20626,marty robbins,love me tender,1957,country,29,romantic,0.9
20627,don gibson,heartbreak avenue,1958,country,35,sadness,0.885714285714286
20634,don gibson,where no one stands alone,1958,country,33,violence,0.885714285714286
20635,don gibson,lord i'm coming home,1958,country,37,music,0.885714285714286
20636,carl smith,i love you a thousand ways,1958,country,42,world/life,0.885714285714286
20637,don gibson,my god is real,1958,country,40,feelings,0.885714285714286
20638,don gibson,blues in my heart,1958,country,29,sadness,0.885714285714286
20639,don gibson,evening prayer,1958,country,36,world/life,0.885714285714286
20640,don gibson,known only to him,1958,country,47,world/life,0.885714285714286
20645,hank thompson,in the valley of the moon,1958,country,26,romantic,0.885714285714286
20646,carl smith,the best years of your life,1958,country,43,world/life,0.885714285714286
20648,the louvin brothers,pray for me,1958,country,71,violence,0.885714285714286
20652,charlie rich,stay,1958,country,38,sadness,0.885714285714286
20653,ray price,driftwood on the river,1958,country,67,sadness,0.885714285714286
20654,ray price,ice cold heart,1958,country,47,sadness,0.885714285714286
20656,ray price,there'll be no teardrops tonight,1958,country,35,world/life,0.885714285714286
20658,hank thompson,let me call you sweetheart,1958,country,11,music,0.885714285714286
20659,hank thompson,"signed, sealed and delivered",1958,country,34,sadness,0.885714285714286
20660,hank thompson,make room in your heart (for a memory),1958,country,23,sadness,0.885714285714286
20661,hank thompson,after all the things i've done,1958,country,31,world/life,0.885714285714286
20662,hank thompson,i wouldn't miss it for the world,1958,country,62,sadness,0.885714285714286
20663,ray price,please don't leave me,1958,country,20,romantic,0.885714285714286
20664,carl smith,i overlooked an orchid,1958,country,34,world/life,0.885714285714286
20665,carl smith,hang your head in shame,1958,country,39,sadness,0.885714285714286
20672,carl smith,night train to memphis,1958,country,60,night/time,0.885714285714286
20674,carl smith,slowly,1958,country,33,sadness,0.885714285714286
20676,don gibson,too soon to know,1958,country,40,sadness,0.885714285714286
20677,sonny james,goodnight sweetheart,1958,country,95,night/time,0.885714285714286
20680,sonny james,"you, you, you",1958,country,37,world/life,0.885714285714286
20685,johnny cash,i'd rather die young,1958,country,24,sadness,0.885714285714286
20687,johnny cash,that's all over,1958,country,21,sadness,0.885714285714286
20688,johnny cash,don't make me go,1958,country,42,sadness,0.885714285714286
20692,johnny cash,goodbye little darling,1958,country,36,romantic,0.885714285714286
20694,johnny cash,the troubadour,1958,country,60,music,0.885714285714286
20695,johnny cash,come in stranger,1958,country,44,night/time,0.885714285714286
20696,johnny cash,there you go,1958,country,40,sadness,0.885714285714286
20697,johnny cash,next in line,1958,country,44,night/time,0.885714285714286
20699,the louvin brothers,make him a soldier,1958,country,157,obscene,0.885714285714286
20700,johnny cash,i still miss someone,1958,country,38,sadness,0.885714285714286
20703,johnny cash,home of the blues,1958,country,60,music,0.885714285714286
20706,johnny cash,suppertime,1958,country,77,music,0.885714285714286
20707,johnny horton,joe's been a-gittin' there,1958,country,106,obscene,0.885714285714286
20714,johnny horton,counterfeit love,1958,country,23,sadness,0.885714285714286
20715,don gibson,i can't stop lovin' you,1958,country,39,world/life,0.885714285714286
20716,johnny cash,shepherd of my heart,1958,country,41,romantic,0.885714285714286
20717,don gibson,take me as i am,1958,country,13,violence,0.885714285714286
20718,don gibson,"bad, bad day",1958,country,29,sadness,0.885714285714286
20721,ray price,i've gotta have my baby back,1958,country,38,music,0.885714285714286
20724,ray price,"i love you so much, it hurts",1958,country,30,sadness,0.885714285714286
20729,don gibson,"sweet, sweet girl",1958,country,57,romantic,0.885714285714286
20734,don gibson,(prayer is the key to heaven) faith unlocks the door,1958,country,19,violence,0.885714285714286
20739,ray price,talk to your heart,1958,country,50,sadness,0.885714285714286
20741,lefty frizzell,stranger,1959,country,23,sadness,0.871428571428571
20742,lefty frizzell,lonely heart,1959,country,26,sadness,0.871428571428571
20748,don gibson,foggy river,1959,country,45,sadness,0.871428571428571
20750,don gibson,i wish it had been a dream,1959,country,39,sadness,0.871428571428571
20753,stonewall jackson,let's call it a day,1959,country,24,world/life,0.871428571428571
20756,stonewall jackson,man has cried,1959,country,42,sadness,0.871428571428571
20759,jean shepard,i'd rather die young,1959,country,25,sadness,0.871428571428571
20760,stonewall jackson,mary don't you weep,1959,country,57,music,0.871428571428571
20771,jean shepard,a satisfied mind,1959,country,51,world/life,0.871428571428571
20772,jean shepard,crying steel guitar waltz,1959,country,31,music,0.871428571428571
20773,conway twitty,goin' home,1959,country,143,music,0.871428571428571
20775,conway twitty,hey miss ruby,1959,country,78,feelings,0.871428571428571
20776,conway twitty,restless,1959,country,61,world/life,0.871428571428571
20778,conway twitty,judge of hearts,1959,country,44,sadness,0.871428571428571
20780,lester flatt,i'll never shed another tear,1959,country,44,world/life,0.871428571428571
20781,lester flatt,baby blue eyes,1959,country,48,sadness,0.871428571428571
20784,don gibson,midnight,1959,country,35,sadness,0.871428571428571
20785,don gibson,almost,1959,country,39,music,0.871428571428571
20789,lester flatt,i'll never love another,1959,country,33,world/life,0.871428571428571
20791,lester flatt,i'm going to make heaven my home,1959,country,49,world/life,0.871428571428571
20794,conway twitty,halfway to heaven,1959,country,51,night/time,0.871428571428571
20800,don gibson,do you think,1959,country,26,sadness,0.871428571428571
20801,brownie mcghee,walking blues,1959,country,60,sadness,0.871428571428571
20802,jean shepard,you can't break the chains of love,1959,country,16,sadness,0.871428571428571
20803,jean shepard,i'll hold you in my heart,1959,country,26,romantic,0.871428571428571
20806,jean shepard,i love you because,1959,country,32,world/life,0.871428571428571
20809,jean shepard,sweet temptation,1959,country,36,romantic,0.871428571428571
20810,jean shepard,you're calling me sweetheart again,1959,country,37,music,0.871428571428571
20813,jean shepard,under suspicion,1959,country,24,romantic,0.871428571428571
20814,jean shepard,memory,1959,country,23,sadness,0.871428571428571
20817,don gibson,it's my way,1959,country,22,romantic,0.871428571428571
20819,jean shepard,the other woman,1959,country,35,romantic,0.871428571428571
20820,jean shepard,a thief in the night,1959,country,27,romantic,0.871428571428571
20821,brownie mcghee,brownie's blues,1959,country,65,obscene,0.871428571428571
20826,jean shepard,i'll never be free,1959,country,41,romantic,0.871428571428571
20828,conway twitty,she's mine,1959,country,49,romantic,0.871428571428571
20837,george jones,will the circle be unbroken,1959,country,40,music,0.871428571428571
20838,johnny cash,hank and joe and me,1959,country,55,violence,0.871428571428571
20844,johnny cash,thanks a lot,1959,country,37,world/life,0.871428571428571
20845,johnny cash,i forgot to remember to forget,1959,country,20,world/life,0.871428571428571
20846,johnny cash,the caretaker,1959,country,65,violence,0.871428571428571
20848,johnny cash,you win again,1959,country,25,sadness,0.871428571428571
20854,johnny cash,it could be you (instead of him),1959,country,36,world/life,0.871428571428571
20855,conway twitty,mona lisa,1959,country,59,sadness,0.871428571428571
20856,the louvin brothers,if i could only win your love,1959,country,27,sadness,0.871428571428571
20858,johnny cash,old apache squaw,1959,country,42,violence,0.871428571428571
20859,sons of the pioneers,wind,1959,country,50,sadness,0.871428571428571
20866,conway twitty,it's only make believe,1959,country,43,world/life,0.871428571428571
20878,johnny cash,the old account,1959,country,63,world/life,0.871428571428571
20882,johnny cash,luther played the boogie,1959,country,68,music,0.871428571428571
20883,johnny cash,lead me father,1959,country,39,violence,0.871428571428571
20884,johnny cash,lead me gently home,1959,country,57,world/life,0.871428571428571
20886,johnny cash,these things shall pass,1959,country,48,world/life,0.871428571428571
20889,sons of the pioneers,(ghost) riders in the sky,1959,country,90,violence,0.871428571428571
20890,sonny james,young love,1959,country,40,sadness,0.871428571428571
20891,johnny cash,"swing low, sweet chariot",1959,country,49,music,0.871428571428571
20893,conway twitty,blueberry hill,1959,country,32,romantic,0.871428571428571
20894,conway twitty,i'll try,1959,country,27,romantic,0.871428571428571
20895,conway twitty,the story of my love,1959,country,44,world/life,0.871428571428571
20896,sons of the pioneers,teardrops in my heart,1959,country,25,sadness,0.871428571428571
20898,conway twitty,you'll never walk alone,1959,country,27,sadness,0.871428571428571
20900,conway twitty,don't you know,1959,country,79,world/life,0.871428571428571
20902,sonny boy williamson ii,all my love in vain,1959,country,32,sadness,0.871428571428571
20905,the louvin brothers,today,1959,country,69,music,0.871428571428571
20907,george jones,my lord has called me,1959,country,44,world/life,0.871428571428571
20908,george jones,wandering soul,1959,country,54,world/life,0.871428571428571
20913,george jones,good ole bible,1959,country,65,world/life,0.871428571428571
20915,george jones,take the devil out of me,1959,country,46,violence,0.871428571428571
20916,conway twitty,danny boy,1959,country,39,music,0.871428571428571
20917,hank thompson,rovin' gambler,1959,country,89,obscene,0.871428571428571
20918,sons of the pioneers,ridin' home,1959,country,72,music,0.871428571428571
20922,george jones,if you want to wear a crown,1959,country,42,violence,0.871428571428571
20927,don gibson,it only hurts for a little while,1960,country,26,sadness,0.857142857142857
20929,don gibson,big hearted me,1960,country,37,sadness,0.857142857142857
20930,don gibson,never love again,1960,country,11,romantic,0.857142857142857
20931,don gibson,sweet dreams,1960,country,31,world/life,0.857142857142857
20933,don gibson,lonely street,1960,country,45,sadness,0.857142857142857
20936,don gibson,maybe tomorrow,1960,country,23,night/time,0.857142857142857
20937,hank thompson,the blackboard of my heart,1960,country,42,sadness,0.857142857142857
20939,hank thompson,tears are only rain,1960,country,66,sadness,0.857142857142857
20940,hank thompson,how do you feel?,1960,country,25,sadness,0.857142857142857
20941,hank thompson,we've gone too far,1960,country,30,sadness,0.857142857142857
20942,hank thompson,most of all,1960,country,30,world/life,0.857142857142857
20945,don gibson,my tears don't show,1960,country,25,sadness,0.857142857142857
20946,hank thompson,breakin' the rules,1960,country,24,obscene,0.857142857142857
20948,don gibson,if i can stay away,1960,country,31,night/time,0.857142857142857
20949,don gibson,time hurts,1960,country,34,sadness,0.857142857142857
20951,don gibson,hurtin' inside,1960,country,37,sadness,0.857142857142857
20954,don gibson,the streets of laredo,1960,country,73,violence,0.857142857142857
20955,don gibson,my hands are tied,1960,country,49,romantic,0.857142857142857
20956,ray price,rock of ages,1960,country,54,violence,0.857142857142857
20957,hank thompson,love thief,1960,country,41,sadness,0.857142857142857
20960,hank thompson,cryin' in the deep blue sea,1960,country,61,sadness,0.857142857142857
20961,hank thompson,soft lips,1960,country,27,romantic,0.857142857142857
20962,hank thompson,take a look at this broken heart of mine,1960,country,58,sadness,0.857142857142857
20963,hank thompson,i was the first one,1960,country,20,sadness,0.857142857142857
20968,big bill broonzy,take this hammer,1960,country,149,obscene,0.857142857142857
20970,lightnin' hopkins,bottle it up and go,1960,country,133,obscene,0.857142857142857
20972,rev. gary davis,if i had my way,1960,country,92,violence,0.857142857142857
20974,ray price,until then,1960,country,39,music,0.857142857142857
20975,lightnin' hopkins,the foot race is on,1960,country,79,obscene,0.857142857142857
20976,big bill broonzy,"bill bailey, won't you please come home?",1960,country,71,music,0.857142857142857
20978,lightnin' hopkins,so long baby,1960,country,29,night/time,0.857142857142857
20979,big bill broonzy,louise blues,1960,country,199,obscene,0.857142857142857
20984,big bill broonzy,slow blues,1960,country,74,music,0.857142857142857
20997,bob wills,san antonio rose,1960,country,40,sadness,0.857142857142857
20998,johnny cash,i will miss you when you go,1960,country,25,romantic,0.857142857142857
20999,johnny cash,"cold, cold heart",1960,country,44,sadness,0.857142857142857
21000,tex williams,that's what i like about the west,1960,country,64,night/time,0.857142857142857
21002,johnny cash,time changes everything,1960,country,28,world/life,0.857142857142857
21003,johnny cash,i love you because,1960,country,30,world/life,0.857142857142857
21006,bob wills,the kind of love i can't forget,1960,country,26,romantic,0.857142857142857
21007,johnny cash,i couldn't keep from crying,1960,country,31,sadness,0.857142857142857
21008,johnny cash,why do you punish me (for loving you),1960,country,25,world/life,0.857142857142857
21009,johnny cash,i'd just be fool enough (to fall),1960,country,14,sadness,0.857142857142857
21015,tex williams,who? me?,1960,country,193,obscene,0.857142857142857
21018,george jones,hey good lookin,1960,country,53,obscene,0.857142857142857
21020,johnny cash,honky-tonk girl,1960,country,28,sadness,0.857142857142857
21027,slim whitman,a fool such as i,1960,country,27,sadness,0.857142857142857
21028,conway twitty,lonely blue boy,1960,country,34,music,0.857142857142857
21030,johnny cash,i feel better all over,1960,country,41,obscene,0.857142857142857
21033,tex williams,smoke! smoke! smoke! (that cigarette),1960,country,144,obscene,0.857142857142857
21034,ray price,in the garden,1960,country,30,music,0.857142857142857
21035,johnny cash,seasons of my heart,1960,country,47,music,0.857142857142857
21037,don gibson,just one time,1960,country,19,night/time,0.857142857142857
21038,johnny cash,when papa played the dobro,1960,country,37,music,0.857142857142857
21041,the louvin brothers,he can be found,1960,country,22,sadness,0.857142857142857
21042,the louvin brothers,i'm ready to go home,1960,country,70,world/life,0.857142857142857
21044,the louvin brothers,are you afraid to die,1960,country,26,sadness,0.857142857142857
21047,johnny cash,i'm so lonesome i could cry,1960,country,34,music,0.857142857142857
21050,conway twitty,heartbreak hotel,1960,country,75,sadness,0.857142857142857
21051,the louvin brothers,the christian life,1960,country,43,world/life,0.857142857142857
21052,george jones,settin' the woods on fire,1960,country,71,night/time,0.857142857142857
21054,don gibson,"far, far away",1960,country,20,sadness,0.857142857142857
21055,tex williams,reno,1960,country,69,world/life,0.857142857142857
21056,conway twitty,my adobe hacienda,1960,country,44,romantic,0.857142857142857
21059,ray price,the old rugged cross,1960,country,35,world/life,0.857142857142857
21061,ray price,just as i am,1960,country,27,violence,0.857142857142857
21073,conway twitty,eternal tears,1960,country,44,sadness,0.857142857142857
21076,bob wills,keeper of my heart,1960,country,23,sadness,0.857142857142857
21081,bob wills,maiden's prayer,1960,country,34,sadness,0.857142857142857
21082,don gibson,(i'd be) a legend in my time,1960,country,42,world/life,0.857142857142857
21085,hank thompson,i'd like to tell you,1961,country,31,sadness,0.842857142857143
21086,hank thompson,honky tonk girl,1961,country,51,sadness,0.842857142857143
21094,hank thompson,an old faded photograph,1961,country,33,sadness,0.842857142857143
21096,don gibson,no one will ever know,1961,country,21,sadness,0.842857142857143
21100,don gibson,the last letter,1961,country,35,world/life,0.842857142857143
21102,don gibson,above and beyond,1961,country,9,obscene,0.842857142857143
21104,don gibson,born to lose,1961,country,28,world/life,0.842857142857143
21106,don gibson,driftwood on the river,1961,country,39,sadness,0.842857142857143
21111,hank thompson,sing me something sentimental,1961,country,56,sadness,0.842857142857143
21112,hank thompson,i didn't mean to fall in love,1961,country,30,sadness,0.842857142857143
21113,conway twitty,my heart cries,1961,country,63,sadness,0.842857142857143
21117,chet atkins,jingle bell rock,1961,country,33,music,0.842857142857143
21118,the louvin brothers,childish love,1961,country,183,obscene,0.842857142857143
21120,lightnin' hopkins,take it easy,1961,country,38,music,0.842857142857143
21121,conway twitty,i can hear my heart break,1961,country,49,sadness,0.842857142857143
21124,conway twitty,diana,1961,country,38,romantic,0.842857142857143
21126,conway twitty,foggy river,1961,country,46,sadness,0.842857142857143
21130,conway twitty,reelin' and rockin',1961,country,98,obscene,0.842857142857143
21132,conway twitty,man alone,1961,country,54,sadness,0.842857142857143
21133,jean shepard,one white rose,1961,country,21,romantic,0.842857142857143
