,artist_name,track_name,release_date,genre,len,topic,age
41835,carla thomas,red rooster,1966,blues,103,music,0.771428571428571
41837,small faces,it's too late,1966,blues,62,night/time,0.771428571428571
41844,the yardbirds,i can't make your way,1966,blues,30,world/life,0.771428571428571
41849,magic sam,out of bad luck,1966,blues,89,sadness,0.771428571428571
41851,the yardbirds,hot house of omagararshid,1966,blues,8,violence,0.771428571428571
41855,the yardbirds,ever since the world began,1966,blues,66,violence,0.771428571428571
41856,nina simone,falling in love again,1966,blues,30,sadness,0.771428571428571
41857,the paul butterfield blues band,i got a mind to give up living,1966,blues,44,world/life,0.771428571428571
41861,the paul butterfield blues band,"get out of my life, woman",1966,blues,33,romantic,0.771428571428571
41865,the animals,see see rider (special bonus track/stereo version),1966,blues,46,sadness,0.771428571428571
41868,small faces,you better believe it,1966,blues,103,world/life,0.771428571428571
41869,jefferson airplane,and i like it,1966,blues,47,world/life,0.771428571428571
41870,the mad lads,get out of my life,1966,blues,28,romantic,0.771428571428571
41877,jefferson airplane,go to her,1966,blues,49,night/time,0.771428571428571
41878,ruby and the romantics,hey there lonely boy,1966,blues,85,sadness,0.771428571428571
41880,the animals,help me girl (bonus track),1966,blues,90,obscene,0.771428571428571
41885,nina simone,nearer blessed lord,1966,blues,73,violence,0.771428571428571
41896,the animals,you're on my mind,1966,blues,75,night/time,0.771428571428571
41901,manfred mann,come tomorrow,1966,blues,73,music,0.771428571428571
41903,nina simone,for myself,1966,blues,13,world/life,0.771428571428571
41905,john mayall & the bluesbreakers,another man,1966,blues,21,feelings,0.771428571428571
41907,john mayall & the bluesbreakers,double crossin' time,1966,blues,30,violence,0.771428571428571
41912,the spencer davis group,look away,1966,blues,60,sadness,0.771428571428571
41915,sonny boy williamson ii,trying to get back on my feet,1966,blues,35,romantic,0.771428571428571
41925,fontella bass,i know,1966,blues,37,sadness,0.771428571428571
41930,sonny boy williamson ii,the hunt,1966,blues,42,sadness,0.771428571428571
41932,aretha franklin,sweet bitter love,1966,blues,31,romantic,0.771428571428571
41933,john mayall & the bluesbreakers,key to love,1966,blues,39,world/life,0.771428571428571
41937,don covay,the usual place,1966,blues,39,night/time,0.771428571428571
41941,paul jones,high time,1966,blues,96,night/time,0.771428571428571
41943,keith relf,mr. zero,1966,blues,160,obscene,0.771428571428571
41944,nina simone,spring is here,1966,blues,28,music,0.771428571428571
41945,nina simone,"baubles, bangles and beads",1966,blues,38,music,0.771428571428571
41954,carla thomas,you don't have to say you love me,1966,blues,97,romantic,0.771428571428571
41956,the seeds,just let go,1966,blues,95,world/life,0.771428571428571
41967,cream,dreaming,1966,blues,34,world/life,0.771428571428571
41974,john lee hooker,shake it baby,1966,blues,79,night/time,0.771428571428571
41977,cream,sleepy time time,1966,blues,76,night/time,0.771428571428571
42006,howlin' wolf,built for comfort,1966,blues,40,violence,0.771428571428571
42008,the monks,"oh, how to do now",1966,blues,16,night/time,0.771428571428571
42020,otis redding,she put the hurt on me,1966,blues,52,sadness,0.771428571428571
42022,the monks,we do wie du,1966,blues,10,world/life,0.771428571428571
42023,jackie wilson,whispers (getting louder),1966,blues,59,music,0.771428571428571
42027,the animals,boom boom (bonus track),1966,blues,111,obscene,0.771428571428571
42028,jefferson airplane,don't slip away,1966,blues,46,sadness,0.771428571428571
42029,barbara lewis,the shadow of your smile,1966,blues,81,violence,0.771428571428571
42039,otis redding,it's growing,1966,blues,88,world/life,0.771428571428571
42040,nina simone,i love your lovin' ways,1966,blues,29,romantic,0.771428571428571
42043,nina simone,if i should lose you,1966,blues,26,music,0.771428571428571
42045,john mayall & the bluesbreakers,it ain't right,1966,blues,36,night/time,0.771428571428571
42047,nina simone,break down and let it all out,1966,blues,55,sadness,0.771428571428571
42048,nina simone,why keep on breaking my heart,1966,blues,23,sadness,0.771428571428571
42049,the monks,shut up,1966,blues,12,world/life,0.771428571428571
42051,nina simone,this year's kisses,1966,blues,19,romantic,0.771428571428571
42052,howlin' wolf,the natchez burnin',1966,blues,27,violence,0.771428571428571
42053,the monks,monk time,1966,blues,50,obscene,0.771428571428571
42057,don covay,see saw,1966,blues,52,romantic,0.771428571428571
42064,jackie wilson,i need your loving,1967,blues,63,romantic,0.757142857142857
42068,small faces,my mind's eye,1967,blues,37,world/life,0.757142857142857
42069,al green,don't hurt me no more,1967,blues,46,sadness,0.757142857142857
42077,john lee hooker,cry before i go,1967,blues,37,obscene,0.757142857142857
42081,otis redding,are you lonely for me baby,1967,blues,88,sadness,0.757142857142857
42084,the byrds,mind gardens,1967,blues,57,violence,0.757142857142857
42088,john mayall & the bluesbreakers,the death of j.b. lenoir,1967,blues,45,music,0.757142857142857
42089,otis redding,tell it like it is,1967,blues,43,world/life,0.757142857142857
42093,jefferson airplane,wild tyme,1967,blues,28,world/life,0.757142857142857
42094,nina simone,come ye,1967,blues,35,world/life,0.757142857142857
42096,nina simone,consummation,1967,blues,23,world/life,0.757142857142857
42097,nina simone,keeper of the flame,1967,blues,44,world/life,0.757142857142857
42099,nina simone,he ain't comin' home no more,1967,blues,39,obscene,0.757142857142857
42100,al green,what's it all about,1967,blues,118,music,0.757142857142857
42103,ella fitzgerald,the old rugged cross,1967,blues,83,world/life,0.757142857142857
42106,the yardbirds,only the black rose,1967,blues,51,sadness,0.757142857142857
42108,john mayall & the bluesbreakers,me and my woman,1967,blues,62,music,0.757142857142857
42110,jefferson airplane,the last wall of the castle,1967,blues,47,world/life,0.757142857142857
42114,b.b. king,night life,1967,blues,39,world/life,0.757142857142857
42115,otis redding,it takes two,1967,blues,76,sadness,0.757142857142857
42129,al green,don't leave me,1967,blues,76,sadness,0.757142857142857
42132,the yardbirds,little games,1967,blues,48,obscene,0.757142857142857
42137,al green,that's all it takes (lady),1967,blues,113,obscene,0.757142857142857
42138,ella fitzgerald,it came upon a midnight clear,1967,blues,38,music,0.757142857142857
42139,ten years after,the sounds,1967,blues,67,music,0.757142857142857
42140,taj mahal,chevrolet,1967,blues,22,music,0.757142857142857
42145,the yardbirds,glimpses,1967,blues,20,world/life,0.757142857142857
42151,king curtis,for what it's worth,1967,blues,167,obscene,0.757142857142857
42155,procol harum,kaleidoscope,1967,blues,49,sadness,0.757142857142857
42160,ten years after,love until i die,1967,blues,62,world/life,0.757142857142857
42168,small faces,runaway,1967,blues,54,sadness,0.757142857142857
42169,howlin' wolf,who will be next,1967,blues,33,sadness,0.757142857142857
42171,albert king,as the years go passing by,1967,blues,30,world/life,0.757142857142857
42174,the marvelettes,he was really sayin' somethin',1967,blues,60,obscene,0.757142857142857
42175,johnnie taylor,i got to love somebody's baby,1967,blues,67,feelings,0.757142857142857
42176,john lee hooker,mr. lucky,1967,blues,42,feelings,0.757142857142857
42177,otis redding,"ooh carla, ooh otis",1967,blues,32,romantic,0.757142857142857
42178,buddy guy,too many ways,1967,blues,52,world/life,0.757142857142857
42182,aretha franklin,(you make me feel like) a natural woman,1967,blues,74,feelings,0.757142857142857
42184,jefferson airplane,plastic fantastic lover,1967,blues,59,obscene,0.757142857142857
42196,cream,blue condition,1967,blues,58,music,0.757142857142857
42197,jefferson airplane,young girl sunday blues,1967,blues,79,world/life,0.757142857142857
42206,ten years after,i can't keep from crying sometimes,1967,blues,46,sadness,0.757142857142857
42207,jefferson airplane,white rabbit,1967,blues,49,violence,0.757142857142857
42210,cream,we're going wrong,1967,blues,21,feelings,0.757142857142857
42211,jefferson airplane,in the morning,1967,blues,35,feelings,0.757142857142857
42212,jimi hendrix,can you see me,1967,blues,51,music,0.757142857142857
42215,jimi hendrix,manic depression,1967,blues,53,romantic,0.757142857142857
42216,jimi hendrix,are you experienced?,1967,blues,41,violence,0.757142857142857
42223,jimi hendrix,may this be love,1967,blues,26,world/life,0.757142857142857
42226,big brother & the holding company,call on me,1967,blues,40,romantic,0.757142857142857
42227,cream,strange brew,1967,blues,49,violence,0.757142857142857
42229,jefferson airplane,today,1967,blues,39,world/life,0.757142857142857
42236,cream,sunshine of your love,1967,blues,42,night/time,0.757142857142857
42244,aretha franklin,drown in my own tears,1967,blues,72,sadness,0.757142857142857
42247,nina simone,do i move you?,1967,blues,38,obscene,0.757142857142857
42248,jimi hendrix,remember,1967,blues,72,music,0.757142857142857
42252,jimi hendrix,i don't live today,1967,blues,57,world/life,0.757142857142857
42254,cream,swlabr,1967,blues,57,feelings,0.757142857142857
42261,john mayall & the bluesbreakers,a hard road,1967,blues,45,sadness,0.757142857142857
42263,nina simone,go to hell,1967,blues,69,violence,0.757142857142857
42271,jefferson airplane,two heads,1967,blues,73,violence,0.757142857142857
42273,nina simone,real real,1967,blues,56,feelings,0.757142857142857
42275,nina simone,i shall be released,1967,blues,45,sadness,0.757142857142857
42279,nina simone,love o' love,1967,blues,24,violence,0.757142857142857
42283,big brother & the holding company,light is faster than sound,1967,blues,73,music,0.757142857142857
42284,nina simone,i love my baby,1967,blues,35,romantic,0.757142857142857
42289,chuck berry,ramblin' rose,1967,blues,27,world/life,0.757142857142857
42290,nina simone,whatever i am (you made me),1967,blues,52,obscene,0.757142857142857
42293,nina simone,i'm gonna leave you,1967,blues,96,sadness,0.757142857142857
42294,jefferson airplane,watch her ride,1967,blues,65,night/time,0.757142857142857
42295,canned heat,the road song,1967,blues,40,music,0.757142857142857
42303,magic sam,lookin' good,1967,blues,2,night/time,0.757142857142857
42306,big brother & the holding company,blindman,1967,blues,36,violence,0.757142857142857
42308,chuck berry,i do really love you,1967,blues,18,romantic,0.757142857142857
42313,john mayall & the bluesbreakers,the stumble,1967,blues,28,feelings,0.757142857142857
42315,vanilla fudge,bang bang,1967,blues,83,violence,0.757142857142857
42316,al green,back up train,1967,blues,59,sadness,0.757142857142857
42319,magic sam,i feel so good (i wanna boogie),1967,blues,167,feelings,0.757142857142857
42330,iron butterfly,possession,1968,blues,8,sadness,0.742857142857143
42331,b.b. king,all over again,1968,blues,30,world/life,0.742857142857143
42334,b.b. king,watch yourself,1968,blues,69,obscene,0.742857142857143
42338,free,moonshine,1968,blues,54,world/life,0.742857142857143
42344,otis redding,(sittin' on) the dock of the bay,1968,blues,73,obscene,0.742857142857143
42349,the dells,run for cover,1968,blues,63,violence,0.742857142857143
42352,clarence carter,funky fever,1968,blues,123,obscene,0.742857142857143
42355,spirit,gramophone man,1968,blues,64,music,0.742857142857143
42356,steppenwolf,faster than the speed of life,1968,blues,69,world/life,0.742857142857143
42360,etta james,it hurts me so much,1968,blues,39,sadness,0.742857142857143
42363,steppenwolf,tighten up your wig,1968,blues,55,violence,0.742857142857143
42368,wicked lady,wicked lady,1968,blues,109,violence,0.742857142857143
42370,canned heat,an owl song,1968,blues,88,romantic,0.742857142857143
42371,deep purple,mandrake root,1968,blues,21,violence,0.742857142857143
42372,iron butterfly,my mirage,1968,blues,46,violence,0.742857142857143
42373,steppenwolf,none of your doing,1968,blues,36,world/life,0.742857142857143
42377,the dells,there is,1968,blues,60,world/life,0.742857142857143
42380,otis redding,the huckle-buck,1968,blues,90,feelings,0.742857142857143
42381,blue cheer,rock me baby,1968,blues,45,night/time,0.742857142857143
42385,the impressions,gone away,1968,blues,75,sadness,0.742857142857143
42392,the pretty things,old man going,1968,blues,31,violence,0.742857142857143
42395,status quo,ice in the sun,1968,blues,58,sadness,0.742857142857143
42405,jethro tull,a song for jeffrey,1968,blues,22,world/life,0.742857142857143
42407,b.b. king,losing faith in you,1968,blues,38,world/life,0.742857142857143
42409,the byrds,moog raga,1968,blues,36,violence,0.742857142857143
42411,steppenwolf,spiritual fantasy,1968,blues,52,world/life,0.742857142857143
42416,deep purple,love help me,1968,blues,68,sadness,0.742857142857143
42420,deep purple,shadows,1968,blues,55,violence,0.742857142857143
42421,the paul butterfield blues band,in my own dream,1968,blues,89,world/life,0.742857142857143
42424,iron butterfly,you can't win,1968,blues,21,violence,0.742857142857143
42425,clarence carter,slippin' around,1968,blues,58,sadness,0.742857142857143
42427,b.b. king,raining in my heart,1968,blues,39,sadness,0.742857142857143
42433,wicked lady,life and death,1968,blues,64,world/life,0.742857142857143
42446,jimi hendrix,house burning down,1968,blues,92,violence,0.742857142857143
42449,otis redding,i love you more than words can say,1968,blues,23,violence,0.742857142857143
42455,steve miller band,in my first mind,1968,blues,39,world/life,0.742857142857143
42457,otis redding,papa's got a brand new bag,1968,blues,109,obscene,0.742857142857143
42462,taj mahal,checkin' up on my baby,1968,blues,21,music,0.742857142857143
42465,muddy waters,let's spend the night together,1968,blues,70,night/time,0.742857142857143
42466,b.b. king,paying the cost to be the boss,1968,blues,76,obscene,0.742857142857143
42468,etta james,watch dog,1968,blues,38,obscene,0.742857142857143
42478,clarence carter,slip away,1968,blues,56,sadness,0.742857142857143
42479,steppenwolf,the pusher,1968,blues,80,obscene,0.742857142857143
42483,big brother & the holding company,piece of my heart,1968,blues,130,sadness,0.742857142857143
42484,aretha franklin,i say a little prayer,1968,blues,122,world/life,0.742857142857143
42485,etta james,i'd rather go blind,1968,blues,45,sadness,0.742857142857143
42496,booker t. & the m.g.'s,let's go get stoned,1968,blues,28,romantic,0.742857142857143
42497,nina simone,ain't got no,1968,blues,74,violence,0.742857142857143
42499,jimi hendrix,burning of the midnight lamp,1968,blues,70,sadness,0.742857142857143
42500,the dells,stay in my corner,1968,blues,60,night/time,0.742857142857143
42508,dr. john,mama roux,1968,blues,101,violence,0.742857142857143
42511,jeff beck,shapes of things,1968,blues,51,world/life,0.742857142857143
42512,bo diddley,goin' down slow,1968,blues,127,obscene,0.742857142857143
42517,iron butterfly,"get out of my life, woman",1968,blues,27,romantic,0.742857142857143
42518,jefferson airplane,crown of creation,1968,blues,33,world/life,0.742857142857143
42523,aretha franklin,i can't see myself leaving you,1968,blues,43,sadness,0.742857142857143
42534,jefferson airplane,triad,1968,blues,36,violence,0.742857142857143
42542,cream,passing the time,1968,blues,82,night/time,0.742857142857143
42543,aretha franklin,night time is the right time,1968,blues,153,night/time,0.742857142857143
42546,cream,those were the days,1968,blues,54,world/life,0.742857142857143
42551,chuck berry,louis to frisco,1968,blues,36,world/life,0.742857142857143
42555,aretha franklin,people get ready,1968,blues,93,world/life,0.742857142857143
42556,canned heat,evil woman,1968,blues,178,violence,0.742857142857143
42558,the electric flag,over-lovin' you,1968,blues,87,obscene,0.742857142857143
42565,john mayall,i'm gonna fight for you j.b.,1969,blues,36,violence,0.728571428571429
42567,johnny winter,come on in my kitchen,1969,blues,53,obscene,0.728571428571429
42569,john mayall,can't sleep this night,1969,blues,37,night/time,0.728571428571429
42575,jeff beck,plynth (water down the drain),1969,blues,59,violence,0.728571428571429
42581,jefferson airplane,good shepherd,1969,blues,53,violence,0.728571428571429
42585,jethro tull,we used to know,1969,blues,51,violence,0.728571428571429
42586,the paul butterfield blues band,no amount of loving,1969,blues,81,sadness,0.728571428571429
42589,jethro tull,living in the past,1969,blues,41,world/life,0.728571428571429
42591,canned heat,time was,1969,blues,24,night/time,0.728571428571429
42596,jethro tull,a new day yesterday,1969,blues,36,world/life,0.728571428571429
42598,b.b. king,no good,1969,blues,75,music,0.728571428571429
42603,janis joplin,as good as you've been to this world,1969,blues,127,feelings,0.728571428571429
42604,joe cocker,do i still figure in your life?,1969,blues,47,world/life,0.728571428571429
42607,clarence carter,i'd rather go blind,1969,blues,36,sadness,0.728571428571429
42612,ten years after,stoned woman,1969,blues,48,night/time,0.728571428571429
42616,al green,the letter,1969,blues,71,music,0.728571428571429
42618,john mayall,the laws must change,1969,blues,60,night/time,0.728571428571429
42619,jefferson airplane,the other side of this life,1969,blues,55,world/life,0.728571428571429
42620,johnny winter,i'll drown in my tears,1969,blues,71,sadness,0.728571428571429
42622,little walter,as long as i have you,1969,blues,48,night/time,0.728571428571429
42623,john mayall,sleeping by her side,1969,blues,42,night/time,0.728571428571429
42638,muddy waters,i am the blues,1969,blues,64,world/life,0.728571428571429
42640,rare earth,feelin' alright,1969,blues,82,feelings,0.728571428571429
42641,john mayall,don't waste my time,1969,blues,35,night/time,0.728571428571429
42644,otis redding,i'll let nothing seperate us,1969,blues,45,romantic,0.728571428571429
42645,otis redding,your feeling is mine,1969,blues,27,sadness,0.728571428571429
42649,iron butterfly,in the times of our lives,1969,blues,51,world/life,0.728571428571429
42657,iron butterfly,soul experience,1969,blues,35,world/life,0.728571428571429
42659,freddie king,my feeling for the blues,1969,blues,12,music,0.728571428571429
42660,otis redding,i'm a changed man,1969,blues,76,world/life,0.728571428571429
42663,ten years after,the stomp,1969,blues,53,violence,0.728571428571429
42666,steppenwolf,power play,1969,blues,82,violence,0.728571428571429
42669,deep purple,why didn't rosemary?,1969,blues,59,violence,0.728571428571429
42676,ten years after,bad scene,1969,blues,28,sadness,0.728571428571429
42679,arthur conley,sweet soul music,1969,blues,80,music,0.728571428571429
42680,b.b. king,key to my kingdom,1969,blues,53,romantic,0.728571428571429
42682,joe cocker,sandpaper cadillac,1969,blues,72,violence,0.728571428571429
42688,otis redding,(your love has lifted me) higher and higher,1969,blues,92,world/life,0.728571428571429
42692,santana,everything's coming our way,1969,blues,34,obscene,0.728571428571429
42694,blind faith,do what you like,1969,blues,44,violence,0.728571428571429
42702,little walter,blue and lonesome,1969,blues,30,music,0.728571428571429
42704,cream,badge,1969,blues,54,obscene,0.728571428571429
42706,the stooges,1969,1969,blues,13,music,0.728571428571429
42710,joe cocker,feelin' alright,1969,blues,79,feelings,0.728571428571429
42713,blind faith,can't find my way home,1969,blues,36,music,0.728571428571429
42715,santana,black magic woman,1969,blues,96,violence,0.728571428571429
42716,mountain,blind man,1969,blues,41,violence,0.728571428571429
42717,blind faith,had to cry today,1969,blues,21,world/life,0.728571428571429
42718,mc5,kick out the jams,1969,blues,83,obscene,0.728571428571429
42733,steppenwolf,move over,1969,blues,52,world/life,0.728571428571429
42738,the stooges,not right,1969,blues,18,night/time,0.728571428571429
42746,jefferson airplane,we can be together,1969,blues,57,violence,0.728571428571429
42749,t-bone walker,every day i have the blues,1969,blues,57,world/life,0.728571428571429
42750,cream,what a bringdown,1969,blues,57,violence,0.728571428571429
42755,jethro tull,look into the sun,1969,blues,62,music,0.728571428571429
42757,the stooges,real cool time,1969,blues,27,night/time,0.728571428571429
42762,santana,hope you're feeling better,1969,blues,39,obscene,0.728571428571429
42769,clarence carter,too weak to fight,1969,blues,71,violence,0.728571428571429
42780,sir lord baltimore,master heartache,1970,blues,82,romantic,0.714285714285714
42781,willie dixon,spoonful,1970,blues,78,violence,0.714285714285714
42786,mc5,tonight,1970,blues,108,night/time,0.714285714285714
42792,eric clapton,lonesome and a long way from home,1970,blues,55,music,0.714285714285714
42794,joe cocker,girl from the north country,1970,blues,47,world/life,0.714285714285714
42799,mc5,call me animal,1970,blues,53,violence,0.714285714285714
42802,grand funk railroad,mean mistreater,1970,blues,31,world/life,0.714285714285714
42808,ten years after,as the sun still burns away,1970,blues,36,world/life,0.714285714285714
42809,the stooges,loose,1970,blues,59,obscene,0.714285714285714
42810,aretha franklin,share your love with me,1970,blues,62,world/life,0.714285714285714
42819,mc5,back in the usa,1970,blues,53,obscene,0.714285714285714
42820,deep purple,living wreck,1970,blues,23,world/life,0.714285714285714
42821,jethro tull,nothing to say,1970,blues,41,violence,0.714285714285714
42823,willie dixon,i ain't superstitious,1970,blues,111,violence,0.714285714285714
42835,aretha franklin,try matty's,1970,blues,53,feelings,0.714285714285714
42839,joe cocker,superstar,1970,blues,28,music,0.714285714285714
42842,jethro tull,a time for everything,1970,blues,21,world/life,0.714285714285714
42845,cactus,you can't judge a book by the cover,1970,blues,71,obscene,0.714285714285714
42846,joe cocker,space captain,1970,blues,57,world/life,0.714285714285714
42848,eric clapton,lovin' you lovin' me,1970,blues,30,world/life,0.714285714285714
42853,mountain,for yasgur's farm,1970,blues,40,world/life,0.714285714285714
42855,joe cocker,sticks and stones,1970,blues,48,obscene,0.714285714285714
42858,jethro tull,inside,1970,blues,52,sadness,0.714285714285714
42866,dr. john,what comes around (goes around),1970,blues,50,feelings,0.714285714285714
42871,canned heat,that's all right mama,1970,blues,49,night/time,0.714285714285714
42882,mc5,let me try,1970,blues,31,music,0.714285714285714
42890,joe cocker,the letter,1970,blues,77,music,0.714285714285714
42891,b.b. king,hummingbird,1970,blues,104,sadness,0.714285714285714
42892,willie dixon,"i can't quit you, baby",1970,blues,54,sadness,0.714285714285714
42894,rare earth,(i know) i'm losing you,1970,blues,69,sadness,0.714285714285714
42910,deep purple,child in time,1970,blues,60,violence,0.714285714285714
42911,zz top,brown sugar,1970,blues,52,world/life,0.714285714285714
42913,jimi hendrix,machine gun,1970,blues,110,violence,0.714285714285714
42914,eric clapton,after midnight,1970,blues,67,feelings,0.714285714285714
42930,steve miller band,going to mexico,1970,blues,45,obscene,0.714285714285714
42937,savoy brown,stay while the night is young,1970,blues,39,night/time,0.714285714285714
42942,mc5,high school,1970,blues,94,obscene,0.714285714285714
42944,ten years after,hear me calling,1970,blues,48,music,0.714285714285714
42952,zz top,squank,1970,blues,43,violence,0.714285714285714
42954,jimi hendrix,we gotta live together,1970,blues,56,music,0.714285714285714
42959,ten years after,"50,000 miles beneath my brain",1970,blues,44,violence,0.714285714285714
42962,taste,railway and gun,1970,blues,37,sadness,0.714285714285714
42963,mountain,silver paper,1970,blues,49,sadness,0.714285714285714
42968,zz top,old man,1970,blues,32,world/life,0.714285714285714
42977,al green,"right now, right now",1971,blues,79,night/time,0.7
42978,john lee hooker,sittin' here thinkin,1971,blues,65,obscene,0.7
42979,alice cooper,black juju,1971,blues,70,violence,0.7
42984,alice cooper,killer,1971,blues,32,world/life,0.7
42988,freddie king,living on the highway,1971,blues,64,music,0.7
42993,nina simone,angel of the morning,1971,blues,60,sadness,0.7
43000,"crosby, stills, nash & young",find the cost of freedom,1971,blues,16,violence,0.7
43005,rory gallagher,for the last time,1971,blues,28,night/time,0.7
43007,janis joplin,piece of my heart,1971,blues,131,sadness,0.7
43009,the dells,the love we had (stays on my mind),1971,blues,76,sadness,0.7
43017,ten years after,once there was a time,1971,blues,38,obscene,0.7
43023,ten years after,over the hill,1971,blues,26,violence,0.7
43026,deep purple,no no no,1971,blues,58,violence,0.7
43029,deep purple,fools,1971,blues,60,sadness,0.7
43034,howlin' wolf,i ain't superstitious,1971,blues,60,violence,0.7
43035,jethro tull,cross-eyed mary,1971,blues,89,obscene,0.7
43037,savoy brown,let it rock (rock and roll on the radio),1971,blues,35,music,0.7
43040,ten years after,think about the times,1971,blues,30,world/life,0.7
43042,ten years after,i'd love to change the world,1971,blues,45,world/life,0.7
43048,aretha franklin,make it with you,1971,blues,42,world/life,0.7
43054,ry cooder,teardrops will fall,1971,blues,68,sadness,0.7
43055,cactus,one way...or another,1971,blues,60,world/life,0.7
43061,edgar winter,dying to live,1971,blues,78,world/life,0.7
43063,t. rex,diamond meadows,1971,blues,37,world/life,0.7
43065,jeff beck,situation,1971,blues,74,world/life,0.7
43070,nina simone,22nd century,1971,blues,170,world/life,0.7
43072,janis joplin,half moon,1971,blues,62,music,0.7
43080,uriah heep,high priestess,1971,blues,17,sadness,0.7
43087,"crosby, stills, nash & young",on the way home,1971,blues,71,world/life,0.7
43089,t. rex,life's a gas,1971,blues,28,world/life,0.7
43090,j.j. cale,clyde,1971,blues,36,music,0.7
43093,allen toussaint,sweet touch of love,1971,blues,82,romantic,0.7
43112,j.j. cale,woman i love,1971,blues,24,violence,0.7
43114,"crosby, stills, nash & young",chicago,1971,blues,65,world/life,0.7
43116,jethro tull,my god,1971,blues,50,violence,0.7
43124,freddie king,going down,1971,blues,26,violence,0.7
43128,j.j. cale,don't go to strangers,1971,blues,21,violence,0.7
43138,rory gallagher,i fall apart,1971,blues,52,sadness,0.7
43140,t. rex,hot love,1971,blues,25,romantic,0.7
43145,the detroit emeralds,baby let me take you (in my arms),1971,blues,89,world/life,0.7
43146,link wray,fire and brimstone,1971,blues,62,violence,0.7
43151,"crosby, stills, nash & young",ohio,1971,blues,55,violence,0.7
43152,john lee hooker,burning hell,1971,blues,62,violence,0.7
43153,"crosby, stills, nash & young",right between the eyes,1971,blues,44,violence,0.7
43154,ann peebles,"slipped, tripped and fell in love",1971,blues,72,sadness,0.7
43161,"crosby, stills, nash & young",long time gone,1971,blues,87,night/time,0.7
43172,janis joplin,"happy birthday, john (happy trails)",1971,blues,32,music,0.7
43173,rory gallagher,i'm not awake yet,1971,blues,38,sadness,0.7
43174,flower travellin' band,satori part ii,1971,blues,10,violence,0.7
43176,jethro tull,slipstream,1971,blues,23,night/time,0.7
43184,link wray,take me home jesus,1971,blues,120,violence,0.7
43190,alice cooper,desperado,1971,blues,56,violence,0.7
43196,j.j. cale,nowhere to run,1971,blues,29,sadness,0.7
43201,king curtis,a whiter shade of pale,1971,blues,127,violence,0.7
43202,"crosby, stills, nash & young",southern man,1971,blues,44,violence,0.7
43204,al green,"are you lonely for me, baby",1971,blues,101,sadness,0.7
43206,johnny winter,jumpin' jack flash,1971,blues,40,violence,0.7
43209,t. rex,raw ramp,1971,blues,65,obscene,0.7
43211,alice cooper,long way to go,1971,blues,46,night/time,0.7
43213,t. rex,girl,1971,blues,25,violence,0.7
43216,jeff beck,tonight i'll be staying here with you,1972,blues,68,night/time,0.685714285714286
43220,foghat,maybelline,1972,blues,80,obscene,0.685714285714286
43221,deep purple,highway star,1972,blues,95,violence,0.685714285714286
43222,j.j. cale,soulin,1972,blues,20,obscene,0.685714285714286
43230,aretha franklin,border song (holy moses),1972,blues,53,world/life,0.685714285714286
43234,savoy brown,lost and lonely child,1972,blues,77,sadness,0.685714285714286
43235,jeff beck,ice cream cakes,1972,blues,58,romantic,0.685714285714286
43237,leon russell,this masquerade,1972,blues,37,sadness,0.685714285714286
43246,aretha franklin,all the king's horses,1972,blues,38,sadness,0.685714285714286
43247,j.j. cale,changes,1972,blues,10,world/life,0.685714285714286
43255,j.j. cale,going down,1972,blues,13,feelings,0.685714285714286
43257,blue öyster cult,godzilla,1972,blues,121,violence,0.685714285714286
43258,little feat,cat fever,1972,blues,33,obscene,0.685714285714286
43261,j.j. cale,right down here,1972,blues,56,night/time,0.685714285714286
43262,humble pie,i wonder,1972,blues,69,sadness,0.685714285714286
43264,professor longhair,in the night,1972,blues,42,night/time,0.685714285714286
43273,aretha franklin,april fools,1972,blues,55,sadness,0.685714285714286
43274,aretha franklin,angel,1972,blues,52,world/life,0.685714285714286
43275,free,little bit of love,1972,blues,50,world/life,0.685714285714286
43277,uriah heep,easy livin',1972,blues,29,sadness,0.685714285714286
43279,climax blues band,mole on the dole,1972,blues,72,obscene,0.685714285714286
43283,ten years after,religion,1972,blues,31,violence,0.685714285714286
43284,john mayall,change your ways,1972,blues,86,obscene,0.685714285714286
43290,uriah heep,circle of hands,1972,blues,56,world/life,0.685714285714286
43293,ry cooder,crow black chicken,1972,blues,42,violence,0.685714285714286
43302,aretha franklin,amazing grace,1972,blues,45,world/life,0.685714285714286
43304,humble pie,old time feelin',1972,blues,39,obscene,0.685714285714286
43305,aretha franklin,didn't i (blow your mind this time),1972,blues,104,night/time,0.685714285714286
43307,foghat,leavin' again (again),1972,blues,38,night/time,0.685714285714286
43312,alice cooper,public animal #9,1972,blues,113,obscene,0.685714285714286
43313,captain beyond,frozen over,1972,blues,43,violence,0.685714285714286
43314,captain beyond,thousand days of yesterdays (time since come and gone),1972,blues,55,world/life,0.685714285714286
43315,aretha franklin,first snow in kokomo,1972,blues,67,music,0.685714285714286
43317,j.j. cale,everything will be alright,1972,blues,25,night/time,0.685714285714286
43321,bang,"lions, christians",1972,blues,52,violence,0.685714285714286
43323,captain beyond,thousand days of yesterdays,1972,blues,21,world/life,0.685714285714286
43330,foghat,a hole to hide in,1972,blues,89,sadness,0.685714285714286
43338,joe cocker,high time we went,1972,blues,118,feelings,0.685714285714286
43339,the belmonts,my sweet lord,1972,blues,82,obscene,0.685714285714286
